id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link,retweet,user_rt,mentions
1022915111717990405,2018-07-27,14:42:22,EDT,1258507027,jupiterboy99,@DLind @alexwagner I thought that the Republicans don’t believe in abortion! Because what’s happening here is comparable.,0,0,0,,,https://twitter.com/jupiterboy99/status/1022915111717990405,,None,"alexwagner,DLind"
1022907992079982592,2018-07-27,14:14:04,EDT,2698561849,DaveCastle7,@DLind @alexwagner Reprehensible,0,0,0,,,https://twitter.com/DaveCastle7/status/1022907992079982592,,None,"alexwagner,DLind"
1022906562116050944,2018-07-27,14:08:23,EDT,14471411,DLind,"@alexwagner The most recent filing categorized them under ""either not eligible or not available."" Unfortunately the transcripts for recent status conferences aren't available yet, but when asked by Sabraw they have not said that those families should not be reunited.",3,1,0,,,https://twitter.com/DLind/status/1022906562116050944,,None,alexwagner
1022865765513527296,2018-07-27,11:26:17,EDT,1480083420,GeorgeSosa4,@TheAtlantic @alexwagner I hope they figure out a solution.,0,0,0,,,https://twitter.com/GeorgeSosa4/status/1022865765513527296,,None,"alexwagner,TheAtlantic"
1022846816512094208,2018-07-27,10:10:59,EDT,1062068137,irishbadams,@TheAtlantic Thank you @alexwagner for this research and reporting. This could end up as evidence in a crimes against humanity case in a few years - the systematic imprisonment and cruelty against a specific population. It's nauseating.,0,1,2,,,https://twitter.com/irishbadams/status/1022846816512094208,,None,"alexwagner,TheAtlantic"
1022844229696008192,2018-07-27,10:00:42,EDT,2992866258,JesseCoe48,@TheAtlantic @edyong209 @alexwagner All these children are in custody because their parent(s) or non-parent brought them to this country illegally.,1,0,0,,,https://twitter.com/JesseCoe48/status/1022844229696008192,,None,"alexwagner,edyong209,TheAtlantic"
1022840934164324352,2018-07-27,09:47:36,EDT,464082122,3DMambo,@TheAtlantic @alexwagner Everyone responsible for this should be sitting in a jail while the situation gets resolved. That would dramatically speed up the reunification. These people should all be charged with kidnapping and or human trafficking. #FamiliesBelongTogether,1,0,0,,#FamiliesBelongTogether,https://twitter.com/3DMambo/status/1022840934164324352,,None,"alexwagner,TheAtlantic"
1022816904224878592,2018-07-27,08:12:07,EDT,2737551494,VeritasDurga,@AdamSchiffCA @alexwagner The BIGGEST problem is #Pedophilia. And it is not Trump doing it! https://www.youtube.com/watch?v=ptUibkKRWRM …,0,0,0,,#Pedophilia,https://twitter.com/VeritasDurga/status/1022816904224878592,,None,"alexwagner,AdamSchiffCA"
1022717993531396096,2018-07-27,01:39:05,EDT,230482212,DHolmes722,@alexwagner Agreed....,0,0,0,,,https://twitter.com/DHolmes722/status/1022717993531396096,,None,alexwagner
1022688910063886336,2018-07-26,23:43:31,EDT,1731905270,CReTheIll,@alexwagner pic.twitter.com/Hd3QASHlGV,0,0,0,,,https://twitter.com/CReTheIll/status/1022688910063886336,,None,alexwagner
1022675632692649989,2018-07-26,22:50:45,EDT,51144385,sepicroad,"How do we find and help the ""ad hoc network of advocacy and legal groups,"" @alexwagner ??? #followupplease #thanksinadvance old TV friend!!",1,0,0,,"#followupplease,#thanksinadvance",https://twitter.com/sepicroad/status/1022675632692649989,,None,alexwagner
1022656295269150725,2018-07-26,21:33:55,EDT,26080668,tlcjoane,@alexwagner <Emoji: Face with symbols over mouth>,0,0,0,,,https://twitter.com/tlcjoane/status/1022656295269150725,,None,alexwagner
1022623908166422528,2018-07-26,19:25:13,EDT,538716770,DHeyerly,"@alexwagner 10:00am is more appropriate, but I will allow a late start in this case.",0,0,0,,,https://twitter.com/DHeyerly/status/1022623908166422528,,None,alexwagner
1022622066405564416,2018-07-26,19:17:54,EDT,26129929,cuatc,@alexwagner That is unacceptable,0,0,1,,,https://twitter.com/cuatc/status/1022622066405564416,,None,alexwagner
1022619488662028294,2018-07-26,19:07:40,EDT,309028746,thstage1,@alexwagner Snack chips r appropriate any time of day <Emoji: Rolling on the floor laughing>,0,0,0,,,https://twitter.com/thstage1/status/1022619488662028294,,None,alexwagner
1022599130722590720,2018-07-26,17:46:46,EDT,3429217829,geek_bee,@alexwagner Kidnapping.  Imagine if this happened to American children in another country!,0,0,2,,,https://twitter.com/geek_bee/status/1022599130722590720,,None,alexwagner
1022578158661394433,2018-07-26,16:23:26,EDT,49420992,KrysiaW,"@alexwagner This admin must take responsibility, find all those parents no matter where they are, & bring them back here to claim their children. Anything short of that is dishonorable, unprincipled, immoral, & WRONG. The cost can be deducted from whatever they’re stockpiling for that wall.",0,0,2,,,https://twitter.com/KrysiaW/status/1022578158661394433,,None,alexwagner
1022569373679149060,2018-07-26,15:48:31,EDT,547943450,jgbennie,@JoaquinCastrotx @alexwagner Send the kids back with their parents would have been a great option.,0,0,0,,,https://twitter.com/jgbennie/status/1022569373679149060,,None,"alexwagner,JoaquinCastrotx"
1022567450876043265,2018-07-26,15:40:53,EDT,134280155,SecretlyPrivate,@alexwagner A woman after my own heart!,0,0,0,,,https://twitter.com/SecretlyPrivate/status/1022567450876043265,,None,alexwagner
1022558930801590273,2018-07-26,15:07:01,EDT,861642152,pat_pgsims,"@alexwagner With their stand on abortion, it is clear they care nothing about children, and only see them as the spoils of their policy'sWe are the country that steals children.Let that sink in.",0,0,1,,,https://twitter.com/pat_pgsims/status/1022558930801590273,,None,alexwagner
1022553502164414464,2018-07-26,14:45:27,EDT,91092780,pmeiltonyahooco,"@alexwagner Wow, isn’t our government special?",0,0,0,,,https://twitter.com/pmeiltonyahooco/status/1022553502164414464,,None,alexwagner
1022545985459970055,2018-07-26,14:15:35,EDT,576254673,mikecetta,@alexwagner And so it shall be written and so it shall be done...,0,0,0,,,https://twitter.com/mikecetta/status/1022545985459970055,,None,alexwagner
1022544105874833408,2018-07-26,14:08:07,EDT,1347856844,omcurban,@alexwagner this smells like a sleazy way to traffic children to me,0,0,0,,,https://twitter.com/omcurban/status/1022544105874833408,,None,alexwagner
1022543340640776192,2018-07-26,14:05:05,EDT,38519201,b2burns,@alexwagner @AlexWitt @kasie @HeyTammyBruce @georgefwill @jeffglor @margbrennan @jaketapper @TVAshleigh @jdbalart @FareedZakaria @PoppyHarlowCNN @JohnKingCNN @DanaBashCNN @AC360 @wolfblitzer @ChrisCuomo @donlemoncnnnews @smerconish @ErinBurnett @hughhewitt @GloriaBorger https://twitter.com/b2burns/status/1022540819654356992 …,0,0,0,,,https://twitter.com/b2burns/status/1022543340640776192,,None,"alexwagner,AlexWitt,kasie,HeyTammyBruce,georgefwill,jeffglor,margbrennan,jaketapper,TVAshleigh,jdbalart,FareedZakaria,PoppyHarlowCNN,JohnKingCNN,DanaBashCNN,AC360,wolfblitzer,ChrisCuomo,donlemoncnnnews,smerconish,ErinBurnett,hughhewitt,GloriaBorger"
1022542991280537601,2018-07-26,14:03:41,EDT,808027656507846657,RodhamHouseRule,@alexwagner This is the trump org. Create messes all of the place and leave it for other responsible people to clean it up.,0,0,0,,,https://twitter.com/RodhamHouseRule/status/1022542991280537601,,None,alexwagner
1022541658607546368,2018-07-26,13:58:23,EDT,1045556737,ZezeSwanson,@JoaquinCastrotx @alexwagner Can these organizations go to court? The US Government created the problem and should clean up the mess.,0,0,0,,,https://twitter.com/ZezeSwanson/status/1022541658607546368,,None,"alexwagner,JoaquinCastrotx"
1022540803271532545,2018-07-26,13:55:00,EDT,3103170644,majikcar,@alexwagner Nonsense!,0,0,0,,,https://twitter.com/majikcar/status/1022540803271532545,,None,alexwagner
1022536023094571009,2018-07-26,13:36:00,EDT,769007222907146240,PCSmith89,@alexwagner I had ramen at 10:30am. You go live your best life girl!,0,0,2,,,https://twitter.com/PCSmith89/status/1022536023094571009,,None,alexwagner
1022531540960460800,2018-07-26,13:18:11,EDT,405816656,joanschulze,"@alexwagner @SecNielsen is despicable. Deplorable, a crueler Cruella DeVille.",0,0,2,,,https://twitter.com/joanschulze/status/1022531540960460800,,None,"alexwagner,SecNielsen"
1022531435738144768,2018-07-26,13:17:46,EDT,1424453468,ddeeb61,@alexwagner What baffles me is these countries governments are not screaming from the rooftops? #WhereAreTheChildren #reunification,0,0,1,,"#WhereAreTheChildren,#reunification",https://twitter.com/ddeeb61/status/1022531435738144768,,None,alexwagner
1022531125464453120,2018-07-26,13:16:32,EDT,15695366,madebycarol,@alexwagner It's the perfect time for chips and a Dr. Pepper.,0,0,0,,,https://twitter.com/madebycarol/status/1022531125464453120,,None,alexwagner
1022529144024969228,2018-07-26,13:08:40,EDT,35510801,bencampo,@alexwagner Hopefully the families are reunited and they are able to bring civil actions against the United States.,0,0,1,,,https://twitter.com/bencampo/status/1022529144024969228,,None,alexwagner
1022528731879882752,2018-07-26,13:07:02,EDT,553203747,idyllchatter,@alexwagner Seriously?Minor children taken by  government from their families per  Zero Tolerance Policy doesn't  automatically off-ramp children back to families?  When removed who has interim legal custody? At end of process who has custody & what's the legal status of children?,0,0,0,,,https://twitter.com/idyllchatter/status/1022528731879882752,,None,alexwagner
1022528590309511168,2018-07-26,13:06:28,EDT,968560566322147329,JayGrape,@alexwagner We have so much damage to fix after the tRump/GOP region of terror.,0,0,0,,,https://twitter.com/JayGrape/status/1022528590309511168,,None,alexwagner
1022527945452138496,2018-07-26,13:03:54,EDT,836092946139111424,CronenMike,"@alexwagner A few days ago, I decided 11Pm would be an appropriate hour for that. Shame spiral started before I even grabbed the bag.",0,0,0,,,https://twitter.com/CronenMike/status/1022527945452138496,,None,alexwagner
1022527781849260032,2018-07-26,13:03:15,EDT,1017799075125702656,itsSophiaMoreau,@JoaquinCastrotx @alexwagner And what is likely to happen to some of these children is that they will enter the foster system to possibly be adopted thereby terminating the birth parents' rights without due process.,0,0,2,,,https://twitter.com/itsSophiaMoreau/status/1022527781849260032,,None,"alexwagner,JoaquinCastrotx"
1022527484645007360,2018-07-26,13:02:04,EDT,86151726,ansewl,"@alexwagner That is the most disgusting, irresponsible, unacceptable response  ever. Typical of the current administration's lack of professionalism and ethics. No humanity what-so-ever! Terminate all responsible for starters.",0,1,10,,,https://twitter.com/ansewl/status/1022527484645007360,,None,alexwagner
1022527291480518656,2018-07-26,13:01:18,EDT,18141544,girlnamedniki,@alexwagner Stoke of a key and just like that! All parents and kids can be found.BS.,0,0,1,,,https://twitter.com/girlnamedniki/status/1022527291480518656,,None,alexwagner
1022527103235969024,2018-07-26,13:00:33,EDT,830837288200466434,JuliaTherese3,@JoaquinCastrotx @alexwagner What monumental incompetency. It’s criminal!,0,0,5,,,https://twitter.com/JuliaTherese3/status/1022527103235969024,,None,"alexwagner,JoaquinCastrotx"
1022526580508176384,2018-07-26,12:58:29,EDT,881656236277510144,candy_cavalier,@alexwagner Criminal!,0,0,2,,,https://twitter.com/candy_cavalier/status/1022526580508176384,,None,alexwagner
1022526337196744704,2018-07-26,12:57:31,EDT,43948945,MattM27,@alexwagner Don't break the law and you won't be in a compromising position.,1,0,0,,,https://twitter.com/MattM27/status/1022526337196744704,,None,alexwagner
1022526058493603840,2018-07-26,12:56:24,EDT,1491541694,RodGoldman,@alexwagner Duly noted...,0,0,0,,,https://twitter.com/RodGoldman/status/1022526058493603840,,None,alexwagner
1022526027078221826,2018-07-26,12:56:17,EDT,47222085,JKeds98,@alexwagner No words.,0,0,0,,,https://twitter.com/JKeds98/status/1022526027078221826,,None,alexwagner
1022520288490266624,2018-07-26,12:33:28,EDT,3383264662,gringohuevon,@alexwagner I’ve decided it’s an appropriate time to drink a beer.,0,0,0,,,https://twitter.com/gringohuevon/status/1022520288490266624,,None,alexwagner
1022517350929719296,2018-07-26,12:21:48,EDT,3516096314,mwestly222,@alexwagner and start drinking beer,0,0,0,,,https://twitter.com/mwestly222/status/1022517350929719296,,None,alexwagner
1022515534338949122,2018-07-26,12:14:35,EDT,19271828,jhsmith1,@alexwagner Well played!,0,0,0,,,https://twitter.com/jhsmith1/status/1022515534338949122,,None,alexwagner
1022508622750863366,2018-07-26,11:47:07,EDT,336288022,AnthonyZaccaro,@alexwagner Pre lunch prep?,0,0,0,,,https://twitter.com/AnthonyZaccaro/status/1022508622750863366,,None,alexwagner
1022508528622133249,2018-07-26,11:46:45,EDT,245433916,tschenck55,@alexwagner breakfast?,0,0,0,,,https://twitter.com/tschenck55/status/1022508528622133249,,None,alexwagner
1022507822393843712,2018-07-26,11:43:56,EDT,2250670262,Allie_Wack,@alexwagner 11? Mine comes right after coffee!,0,0,0,,,https://twitter.com/Allie_Wack/status/1022507822393843712,,None,alexwagner
1022507737228267520,2018-07-26,11:43:36,EDT,871747288741408768,oneil_provost,@alexwagner So let it be written... so let it be done!,0,0,0,,,https://twitter.com/oneil_provost/status/1022507737228267520,,None,alexwagner
1022506917766283271,2018-07-26,11:40:21,EDT,2289503682,alb309,"@alexwagner Let the church say ""Amen""",0,0,0,,,https://twitter.com/alb309/status/1022506917766283271,,None,alexwagner
1022506726329864192,2018-07-26,11:39:35,EDT,3215622810,TNevilleLong,@alexwagner  https://www.youtube.com/watch?v=nMpGrm_2BQM …,0,0,0,,,https://twitter.com/TNevilleLong/status/1022506726329864192,,None,alexwagner
1022506309751468034,2018-07-26,11:37:56,EDT,822353532942569473,spiritofrenault,@alexwagner Snack chips?,0,0,0,,,https://twitter.com/spiritofrenault/status/1022506309751468034,,None,alexwagner
1022505853826547713,2018-07-26,11:36:07,EDT,762399812658397184,juankylara,@alexwagner I eat my third meal by 11am. Catch up Wagner.,0,0,0,,,https://twitter.com/juankylara/status/1022505853826547713,,None,alexwagner
1022504973291143170,2018-07-26,11:32:37,EDT,484982850,SteveIsenbarger,@alexwagner Oh that's always been the case. pic.twitter.com/QDWn567RzM,0,0,1,,,https://twitter.com/SteveIsenbarger/status/1022504973291143170,,None,alexwagner
1022504504401383424,2018-07-26,11:30:45,EDT,33420860,judisch42,"@alexwagner Ok, just found my new BFF!",0,0,1,,,https://twitter.com/judisch42/status/1022504504401383424,,None,alexwagner
1022504398986076160,2018-07-26,11:30:20,EDT,543655922,bskiva,@alexwagner Why wait until 11?,0,0,2,,,https://twitter.com/bskiva/status/1022504398986076160,,None,alexwagner
1022503129655504896,2018-07-26,11:25:17,EDT,18661518,mbradleyrn,@alexwagner  pic.twitter.com/FJd3X6340J,0,0,0,,,https://twitter.com/mbradleyrn/status/1022503129655504896,,None,alexwagner
1022502952248852480,2018-07-26,11:24:35,EDT,1530965581,DanEstep1,@alexwagner Cold pizza and warm beer - it's not just for breakfast.,1,0,3,,,https://twitter.com/DanEstep1/status/1022502952248852480,,None,alexwagner
1022502559465058304,2018-07-26,11:23:02,EDT,580086197,DPetagrew,@alexwagner Dearest I've had crisps for breakfast. Some days are just tough. Justified eating them by calling them super thin hash browns.,0,0,4,,,https://twitter.com/DPetagrew/status/1022502559465058304,,None,alexwagner
1022502253507301378,2018-07-26,11:21:49,EDT,2291452638,MichaelaWst,@alexwagner Was that ever in doubt?,0,0,0,,,https://twitter.com/MichaelaWst/status/1022502253507301378,,None,alexwagner
1022500926689554432,2018-07-26,11:16:32,EDT,2255962208,TexasEyelidDoc,@alexwagner without objection,0,0,1,,,https://twitter.com/TexasEyelidDoc/status/1022500926689554432,,None,alexwagner
1022500817469952000,2018-07-26,11:16:06,EDT,533288883,RUBluehen,@alexwagner 11AM? Amateur.,0,0,2,,,https://twitter.com/RUBluehen/status/1022500817469952000,,None,alexwagner
1022500815901286401,2018-07-26,11:16:06,EDT,116211000,donflowers16,@alexwagner Why so late?,0,0,0,,,https://twitter.com/donflowers16/status/1022500815901286401,,None,alexwagner
1022500226991513602,2018-07-26,11:13:45,EDT,144540333,tweettertoni,"@alexwagner Oh damn, it's not 11 yet here on the west coast!",1,0,0,,,https://twitter.com/tweettertoni/status/1022500226991513602,,None,alexwagner
1022499580900859905,2018-07-26,11:11:11,EDT,460369306,Adeli2012,@alexwagner I had a Twinkie at about 8:30 a.m.   First time ever. <Emoji: Face with ok gesture>,0,0,0,,,https://twitter.com/Adeli2012/status/1022499580900859905,,None,alexwagner
1022499217338716160,2018-07-26,11:09:45,EDT,293668971,bzref,"@alexwagner A few days ago, I had these for breakfast. Seriously. pic.twitter.com/JONgZ5KCN7",0,0,1,,,https://twitter.com/bzref/status/1022499217338716160,,None,alexwagner
1022499105296273408,2018-07-26,11:09:18,EDT,562242110,outlazymedia,"@alexwagner Not the whole bag, damn it!",0,0,0,,,https://twitter.com/outlazymedia/status/1022499105296273408,,None,alexwagner
1022499049776144384,2018-07-26,11:09:05,EDT,4745280949,LeslieEscoto2,@alexwagner One woman’s snack time is another’s Margarita time.,1,0,8,,,https://twitter.com/LeslieEscoto2/status/1022499049776144384,,None,alexwagner
1022498992024895488,2018-07-26,11:08:51,EDT,3369966172,KeejayOV2,@alexwagner Surprised you’ve left it that late #allchipsallthetime,0,0,0,,#allchipsallthetime,https://twitter.com/KeejayOV2/status/1022498992024895488,,None,alexwagner
1022498877361074176,2018-07-26,11:08:24,EDT,46955476,GrahamDavidA,@alexwagner  https://local.theonion.com/man-says-fuck-it-eats-lunch-at-10-58-a-m-1819574888 …,0,0,8,,,https://twitter.com/GrahamDavidA/status/1022498877361074176,,None,alexwagner
1022481756010598400,2018-07-26,10:00:22,EDT,241353361,shankari33,@alexwagner As a hapa haole born in Honolulu to Indian and white parents I absolutely loved #Futureface - THANK YOU!!,0,0,0,,#Futureface,https://twitter.com/shankari33/status/1022481756010598400,,None,alexwagner
1022247209322991616,2018-07-25,18:28:21,EDT,17327721,mia_jensen,@alexwagner That's terrific! I love listening to you. Thank you.,0,0,0,,,https://twitter.com/mia_jensen/status/1022247209322991616,,None,alexwagner
1022169859646517248,2018-07-25,13:21:00,EDT,842837249008058368,AssbuttTrump,"@washingtonpost @gingerjonesNYC @alexwagner Medical care?  Yes.  I know i seem to be missing the bigger picture, but that really made me go... pic.twitter.com/0uVNN7I3NH",0,0,1,,,https://twitter.com/AssbuttTrump/status/1022169859646517248,,None,"alexwagner,gingerjonesNYC,washingtonpost"
1022165186537500672,2018-07-25,13:02:26,EDT,127323693,ErinneM,@AdamSchiffCA @alexwagner #GOPcomplicit,0,0,0,,#GOPcomplicit,https://twitter.com/ErinneM/status/1022165186537500672,,None,"alexwagner,AdamSchiffCA"
1022133189932806144,2018-07-25,10:55:17,EDT,38519201,b2burns,@alexwagner @AlexWitt @kasie @HeyTammyBruce @georgefwill @jeffglor @margbrennan @jaketapper @TVAshleigh @jdbalart @FareedZakaria @PoppyHarlowCNN @JohnKingCNN @DanaBashCNN @AC360 @wolfblitzer @ChrisCuomo @donlemoncnnnews @smerconish @ErinBurnett @hughhewitt @GloriaBorger https://twitter.com/b2burns/status/1022128778330365952 …,0,0,0,,,https://twitter.com/b2burns/status/1022133189932806144,,None,"alexwagner,AlexWitt,kasie,HeyTammyBruce,georgefwill,jeffglor,margbrennan,jaketapper,TVAshleigh,jdbalart,FareedZakaria,PoppyHarlowCNN,JohnKingCNN,DanaBashCNN,AC360,wolfblitzer,ChrisCuomo,donlemoncnnnews,smerconish,ErinBurnett,hughhewitt,GloriaBorger"
1022129304392663043,2018-07-25,10:39:51,EDT,241776425,DykstraDame,"@alexwagner @AdamSchiffCA is lying to protect Obama, as usualMaria Butina, Alleged Russian Spy, Met with Obama Team Before 2016 ElectionThis individual supposedly had high-level meetings with senior aides to the former president and a Russian official back in 2015 https://www.lifezette.com/2018/07/maria-butina-alleged-russian-spy-met-with-obama-team-before-2016-presidential-election/ …",0,0,1,,,https://twitter.com/DykstraDame/status/1022129304392663043,,None,"alexwagner,AdamSchiffCA"
1022079995886399489,2018-07-25,07:23:55,EDT,613539656,DISSneyFeuds,@washingtonpost @rmcgrudiva @alexwagner Would that bitch want to be a slave then? I bet not.,1,0,0,,,https://twitter.com/DISSneyFeuds/status/1022079995886399489,,None,"alexwagner,rmcgrudiva,washingtonpost"
1022007220790349824,2018-07-25,02:34:44,EDT,311928680,happydavid81,@washingtonpost @alexwagner and dont forget the all expense paid trip to get here...SMH!,0,0,0,,,https://twitter.com/happydavid81/status/1022007220790349824,,None,"alexwagner,washingtonpost"
1021976496410423297,2018-07-25,00:32:38,EDT,36273993,Sasshley77,"@washingtonpost @alexwagner As long as Trump gets rid of the brown people, black people & those that are pro-choice they won't question him. These are the same people who hid decades of sexual abuse by priests because it was ""in the name of god"". They aren't religious they are Nazis.",0,0,0,,,https://twitter.com/Sasshley77/status/1021976496410423297,,None,"alexwagner,washingtonpost"
1021971967585476609,2018-07-25,00:14:39,EDT,23345957,ShedaPeta,@washingtonpost @alexwagner Book,0,0,0,,,https://twitter.com/ShedaPeta/status/1021971967585476609,,None,"alexwagner,washingtonpost"
1021968428586946562,2018-07-25,00:00:35,EDT,2517478111,cook_cm,@washingtonpost @alexwagner <Emoji: Face with tears of joy><Emoji: Face with tears of joy><Emoji: Face with tears of joy>let me own your you and your family!,0,0,0,,,https://twitter.com/cook_cm/status/1021968428586946562,,None,"alexwagner,washingtonpost"
1021957944915636224,2018-07-24,23:18:55,EDT,10062662,KarenF,@washingtonpost @Lawrence @alexwagner Speechless when it comes to right wing #moronicbehavior. #Idiots  r a dime a dozen! #bigots #racists #Mueller #ItsOver #PackUp pic.twitter.com/BwJhJFhTaa,0,0,0,,"#moronicbehavior,#Idiots,#bigots,#racists,#Mueller,#ItsOver,#PackUp",https://twitter.com/KarenF/status/1021957944915636224,,None,"alexwagner,Lawrence,washingtonpost"
1021907618632282113,2018-07-24,19:58:57,EDT,224775541,pounder888,"@washingtonpost @alexwagner Would love to see one of their children go to an old plantation, work 10 hour days, eat what they ate, slept where they slept, were abused as they were, and given the same level of free healthcare, what they would say about how good they had it.",0,0,0,,,https://twitter.com/pounder888/status/1021907618632282113,,None,"alexwagner,washingtonpost"
1021893087654756353,2018-07-24,19:01:12,EDT,707380356601741315,ParketLonnie,"@washingtonpost @alexwagner This Bull, these heathen are only concerned with, Meat for their bellies and their bellies for the meat <Emoji: Meat on bone> “. Beyond that nothing else matters <Emoji: Smiling face with smiling eyes>.",0,0,0,,,https://twitter.com/ParketLonnie/status/1021893087654756353,,None,"alexwagner,washingtonpost"
1021871105735385088,2018-07-24,17:33:51,EDT,16314587,contenteddriver,"@washingtonpost @alexwagner Well Hell, Sheila should sign right up! It's her dream job",0,0,0,,,https://twitter.com/contenteddriver/status/1021871105735385088,,None,"alexwagner,washingtonpost"
1021867709150187521,2018-07-24,17:20:21,EDT,1567265376,maccalled,@washingtonpost @alexwagner This article illustrates how very much healing this country is going to need.,0,0,0,,,https://twitter.com/maccalled/status/1021867709150187521,,None,"alexwagner,washingtonpost"
1021867412457758722,2018-07-24,17:19:11,EDT,978715875879673862,SharonDanielleB,@washingtonpost @alexwagner  pic.twitter.com/J4bNlbD9sj,0,0,0,,,https://twitter.com/SharonDanielleB/status/1021867412457758722,,None,"alexwagner,washingtonpost"
1021867149529423873,2018-07-24,17:18:08,EDT,978715875879673862,SharonDanielleB,@washingtonpost @alexwagner White people. SMH,0,0,0,,,https://twitter.com/SharonDanielleB/status/1021867149529423873,,None,"alexwagner,washingtonpost"
1021866637329420288,2018-07-24,17:16:06,EDT,254280772,nonnykate,@washingtonpost @okanogen2010 @alexwagner Riveting? Tedious and overdone. We get it. They are stupid and racist and their privilege makes them think his policies won’t affect anyone they care about.,0,0,0,,,https://twitter.com/nonnykate/status/1021866637329420288,,None,"alexwagner,okanogen2010,washingtonpost"
1021863555098968064,2018-07-24,17:03:51,EDT,787759339217915904,okanogen2010,"@washingtonpost @alexwagner Do you mind if I own you, Sheila? I will own you totally, but I will give you housing, feed you and fix you at the doctor when you are broken, as long as it doesn't cost more than you are worth should I sell you.",0,0,1,,,https://twitter.com/okanogen2010/status/1021863555098968064,,None,"alexwagner,washingtonpost"
1021861552541061120,2018-07-24,16:55:54,EDT,877334181121990656,BabyD_Rae,"@washingtonpost @alexwagner Those are the EXACT reasons slave owners justified owning people: “we are the good guys. Our slaves get food, homes, and Christianity.” I just can’t anymore with people using Christianity to explain away their horrible beliefs.",0,0,0,,,https://twitter.com/BabyD_Rae/status/1021861552541061120,,None,"alexwagner,washingtonpost"
1021859413806788608,2018-07-24,16:47:24,EDT,1602285680,__mentallychill,@washingtonpost @alexwagner FUNNY HOW THOSE MOST OBSESSED WITH FREEDOM AND LIBERTY IN THE USA CLEARLY MEAN IT AS PURE UNCHECKED NATIONALISM BECAUSE IF YOU TRULY KNEW WHAT FREEDOM MEANT TO A BLACK AMERICAN AFTER SLAVERY EXISTED FOR 400 YEARS YOU WOULD NEVER SAY SOME SHIT LIKE THIS. PERIOD.,0,0,0,,,https://twitter.com/__mentallychill/status/1021859413806788608,,None,"alexwagner,washingtonpost"
